email,business_name,Business_Address_ID,bank_routing_number,bank_account_number,balance
q9cr6z7p@nittybiz.com,Gallery & Griddle,30cdc4c257aa4fca9542e1feb705c588,7601-9951-1,77557201,340042
pe9f12w9@nittybiz.com,Creative Pub,911fc8ba589249ba9510968ab272ae3f,7601-9951-1,97242925,689708
6yftf83w@nittybiz.com,Terrace Associates,f4cecc955c224a09b316922de9c3548a,8228-7496-1,77530691,284060
p1eorddx@nittybiz.com,Trendy & Heritage Grill,e226844956b14cc8b396f0e3bd0082ec,8228-7496-1,26598740,562582
8gshcsgt@nittybiz.com,Delightful Grill,b358150cffa44bddaac022b1d49e78a6,8228-7496-1,73365423,658168
bjwulxuy@nittybiz.com,The Imperial Garden,52778510e4614f34a87fb0321cd82434,8228-7496-1,11206323,841759
0ce4gsyr@nittybiz.com,The Dynamic Mart,0e511d45bb0c4c18a5a9ec172d87d34b,8228-7496-1,12817652,581493
curgzlbm@nittybiz.com,Innovative & Brilliant Fork,487633733a7f4e77bbc921d1ba55ea90,8228-7496-1,46777789,78575
2dhmmyy7@nittybiz.com,Lively Feast,861f5172153f4e0198e76cc0d39771f5,8228-7496-1,60695665,529869
2y9pya1f@nittybiz.com,Blue & Grand Grill,200b73cfc74d4826b9db2e35a60a5d7a,8228-7496-1,66917706,733539
rdm3w6fz@nittybiz.com,Classic & Sunny Corner,5fc6af92a3ca4d35aacf00e4680cae79,8228-7496-1,33331699,330331
8pbisgyq@nittybiz.com,Chophouse & Gallery,451285786ffe421da81f6b75f3859d98,8228-7496-1,21845221,625585
ijm20x7z@nittybiz.com,Mart LLC,a5df02c6fbc34225b7bfa049af2af3ca,8228-7496-1,24540279,419553
qxywmmta@nittybiz.com,Stove & Pub,d6afbe76d60c47b48d235d2c840bd56b,8228-7496-1,44575991,870537
leaqzv6h@nittybiz.com,Hub Limited,3b5c35c01fd741c9b711ba0b5baa0dbd,8228-7496-1,17834112,281527
eugpnw7q@nittybiz.com,Brewery & Emporium,4a6ceadc3d54480e8e11715a0cdca25d,8228-7496-1,63518065,148814
my38c67a@nittybiz.com,Brilliant & Classic Cellar,fbd8337cf88c4110b08d00ff3c70bd6a,8228-7496-1,63532600,883366
ii1v2oek@nittybiz.com,Rustic & Legacy Eatery,e31cb8532f9e4a6689ef82d55de8c409,8228-7496-1,42993081,27043
lnej1guu@nittybiz.com,The Modern Express,2dd1227236ac46b490e16efe39bf026d,8228-7496-1,27523242,851862
qca5gtf8@nittybiz.com,Pizzeria & Kitchen,7b49017673e24074bd668a1b504d303d,8228-7496-1,65826771,786978
vqgon59p@nittybiz.com,Dynamic & Royal Corner,3ef203b732204dda9a10c9a2e7cd20c8,8228-7496-1,52109995,865279
wlb3ft3c@nittybiz.com,Fork LLC,c3a3a8c180114107bc72e8984073b44c,8228-7496-1,97407413,315286
f23oj70p@nittybiz.com,Innovative Center,c7f856439c934dac98de49a57c1ce5f3,8228-7496-1,32619295,211976
m2xwsavi@nittybiz.com,Rustic Parlor,097737263d5f478da76096baebccb109,8228-7496-1,94693227,463122
qmlpj6fd@nittybiz.com,Restaurant & Stove,5facfc660f7c43d58a9c7489962c4be7,8228-7496-1,84889761,999634
t1w16b65@nittybiz.com,Pizzeria & Pizzeria,3c49c675937d4f699d9ff50f91892533,8228-7496-1,99705632,917685
920pffgc@nittybiz.com,Express & Roost,0a40a723ac104b12a19271936ccddb20,8228-7496-1,37461854,515246
tu9tv4fk@nittybiz.com,Superior & Innovative Eatery,708ce115620d4fbd942e448722377c32,8228-7496-1,67243961,381080
eqk2gpzr@nittybiz.com,Heritage & Prime Cafe,791838c2f283445bbc419699c437a90d,8228-7496-1,59640497,605914
9xkghk1r@nittybiz.com,Cellar & Bar,664d6db10cf2414aa34b5c88bce93e8a,8228-7496-1,73363513,384778
j5x8kuwg@nittybiz.com,Garden & Lounge,e0a3b2f493254499b6d553b9d9475bfd,8228-7496-1,13430070,788613
g606m1ek@nittybiz.com,Spot & Corner,299f285a7fb34bd79ee7d3acd2acf851,8228-7496-1,52472448,107764
lle25fw1@nittybiz.com,The Imperial Bakery,7636d3d48db348b28f587d2394b8b7c4,8228-7496-1,22132898,844785
w6mh2079@nittybiz.com,Royal Griddle,331f133732e24db792a3c32d50388920,8228-7496-1,58126537,546907
rfs7ym16@nittybiz.com,Imperial & Dynamic Diner,106848f315c74fe9b9489790b41b6bb2,8228-7496-1,38282409,12295
82kuha4d@nittybiz.com,Cafe & Garden,06538388cfa54a539f87d473f66e71d5,8228-7496-1,23844440,931406
6eoka29v@nittybiz.com,The Happy Pizzeria,a348225045a4449fbbcb2519d25b3e29,8228-7496-1,18576987,108805
unw75l9g@nittybiz.com,Creative & Swift Retreat,24a18928e63b4ad68240a607356d99c4,8228-7496-1,80344359,381082
7j3m1f3j@nittybiz.com,The Superior Garden,40775a94fe2241559d63310edf07e40d,8228-7496-1,22581223,994955
gndomlmt@nittybiz.com,Reliable & Sleek Spot,44d371f11dbd495c80ff0d61403cb67d,8228-7496-1,63352983,510744
45dfbqd1@nittybiz.com,Modern & Sunny Oven,c2dbb76a792f4722a0f2717721606cda,8228-7496-1,68140719,499181
3sc8ij01@nittybiz.com,Green & Trendy Bistro,cf734b4bb4e14ffda6569c29eb7dbae4,8228-7496-1,35545153,393210
nmddkigw@nittybiz.com,Rustic Spot,f929a6c6e3334a2283ca1c8eaf6f64e2,8228-7496-1,16814319,312225
vcdzhp46@nittybiz.com,Fresh Express,48707d9a6ee84f5d98e7dbf83d1f43fe,8228-7496-1,14012072,819188
yoo3i5sz@nittybiz.com,New & Heritage Plaza,8f73d4bd30284929b5004367d2c4acdb,8228-7496-1,10073688,151590
w5gbnz2h@nittybiz.com,The Bright Garden,a4bf0428d2e54c8e8fcca60d9d406833,8228-7496-1,88594633,472853
nbigv68h@nittybiz.com,Mart Enterprises,2802c72ca53d46bb86673a9a4f844f8d,8228-7496-1,16733147,860500
vdjm5mrt@nittybiz.com,Sunny Shop,9de3178759b44079bcc47b4b50d5cc35,8228-7496-1,21666295,736226
6qzzvp85@nittybiz.com,Spot Solutions,584963555db4472daed9a5dd9e28fa69,8228-7496-1,79980458,523590
bdxj85ij@nittybiz.com,Happy & Reliable Tavern,9657ecb548504699ba0b668d2aa1fb1f,8228-7496-1,69342347,777818
wen77or6@nittybiz.com,Noble & Bright Bakery,21c077c968604b5f9f22f295682a5a6c,8228-7496-1,43552885,274106
rpydurm0@nittybiz.com,Center & Pub,ff09a516596a42ffbaaf16d93ad5e34f,8228-7496-1,27465400,750589
s2qv2l74@nittybiz.com,Cozy & Lively Chophouse,0ea7282d946b4f29ab7eae1148837401,8228-7496-1,47015479,846306
k4dv5y3q@nittybiz.com,The Charming Mart,1fce5f6e9f2642de8f16f4c8dee45902,8228-7496-1,66312401,293951
n7eqkmn8@nittybiz.com,Market & Center,3385357354734d24b8626ca04931e487,8228-7496-1,35827652,815915
2kp1lt27@nittybiz.com,Mystic & Classic Shop,b746c80f7f724571a56415d7c43aa56e,8228-7496-1,17366731,451957
yt7o5g43@nittybiz.com,Blue & Creative Corner,56ea9f9716794526b72668e0595cdcd7,8228-7496-1,31276086,115650
nj5mylpu@nittybiz.com,Fork Partners,39470e6532ed499d84e2a61e878956a2,8228-7496-1,36266345,661519
yfnmuk9w@nittybiz.com,Peaceful Oven,f84404d63fa140fa8e5323d3a6df5369,8228-7496-1,40490506,887386
3fr8w9f5@nittybiz.com,Hub & Grill,bb88b05702834fe2b01af5aac78e37c2,8228-7496-1,26097703,466146
tyz4th37@nittybiz.com,Tavern & Diner,9506bf4fed2f46f0bd93eddbc8a36c6f,8228-7496-1,69572639,737924
d9e0jn3d@nittybiz.com,Prosperous & Fresh House,96aaf39de61f4df294522fede1b92fb1,8228-7496-1,29912892,891537
ov8gldnp@nittybiz.com,Prime & Swift Shop,17130a5299e54929a41cd13648010bf7,8228-7496-1,87641576,802664
omilqgyp@nittybiz.com,The Reliable Kitchen,f74144f07b154f6185b87e8f5f724adb,8228-7496-1,96141496,925683
bpptm2db@nittybiz.com,Prosperous & Bold Inn,ffae7fc4bbde40e7b58f124270b4eaf4,8228-7496-1,12012203,808082
tl3r8ekn@nittybiz.com,Legacy & Noble Buffet,532ab12060c64ae9ae7b852504fa7079,8228-7496-1,31792550,613475
8fr53k5h@nittybiz.com,Prosperous & Urban Station,199e1765b1b543749fbd6d94b2e9ae73,8228-7496-1,47845128,263844
ax7skxgv@nittybiz.com,Cellar & Buffet,0626d6627e554bd1b5f8bcc026f95952,8228-7496-1,71004476,173831
hykj4n1x@nittybiz.com,Lively Inn,52ed97a8068e400885e9c8979b2534f5,8228-7496-1,57588541,719378
s4lxkovq@nittybiz.com,The Dynamic Roost,0b25c711686a4fa2b121f2c277be02f6,8228-7496-1,63605915,780128
fhurjemo@nittybiz.com,Grand Parlor,edae7cee2a08430f9d6515daf4576d8f,8228-7496-1,36249392,772975
loazn8iy@nittybiz.com,The Prime Pizzeria,30a1f53ab61e4f30a577dc7de7d05183,8228-7496-1,95827172,801168
ryc6xr0k@nittybiz.com,Charming Retreat,6fb41050067c448286f06ae6d275af8f,8228-7496-1,29798217,686779
jj0odew0@nittybiz.com,House LLC,af27c091b4d94989a46ea375feb57a98,8228-7496-1,72216583,372490
pssn75qn@nittybiz.com,Bright & Blue Shop,c1423587fbc64befb07502b87c4d91de,8228-7496-1,97637929,248445
31ee2k5v@nittybiz.com,The Charming Tavern,0eeb168c9cff4008a6af1f620787d1de,8228-7496-1,29431709,106891
jvubp1k8@nittybiz.com,The Cozy Terrace,163dabb4097b492db78ca36cf0223ac3,8228-7496-1,42616506,563254
sm1n9pw4@nittybiz.com,The Rustic Mart,692700149b534225b41cff256a5a08f2,8228-7496-1,21160789,386607
1ig40398@nittybiz.com,Plaza & Shop,7d83ea131183458b92a317f4e16b03b1,8228-7496-1,94798797,406392
3rhh8cmy@nittybiz.com,Classic Plaza,3ea1aa08150e486f859ad8b1c669f63c,8228-7496-1,11204463,516377
e270jf4b@nittybiz.com,Superior & Prime Table,10189b5d1e5c465e93aa38a1090f99d7,8228-7496-1,93474186,592144
vwhbhm42@nittybiz.com,Eatery & Pub,667acae843d14ffabb0449d7b09c81a5,8228-7496-1,88574797,801034
pfeablwo@nittybiz.com,The Majestic House,f861a85d4a1e4ce0b250c2c3deda90e3,8228-7496-1,23660525,947367
tns313sx@nittybiz.com,Elite Griddle,bf76a42f23564165b16a537f36d69906,8228-7496-1,39723155,804857
zdn1scda@nittybiz.com,The Vibrant Canteen,8e619531fcc64ea99bd96d415a93c893,8228-7496-1,21565572,471794
nv8jgjgw@nittybiz.com,Heritage Brewery,d06b8d1912a34aeda56dd12fb4c33687,8228-7496-1,75050467,297881
tw9akqen@nittybiz.com,Grand & Urban Pizzeria,32b7881fb838456e8610718b5dd7173a,8228-7496-1,53715146,532241
id2w3g2q@nittybiz.com,Cozy & Superior Spot,6b5a4599f8054770af2e5132ed8acffd,8228-7496-1,16334938,569217
u1w5dp4n@nittybiz.com,Station Inc,0cf7991776a3490981bb0dd6c5849004,8228-7496-1,85197487,618399
rnxmkmnm@nittybiz.com,Fork & Chophouse,81e43f65bb4c4b9897bb0731d6b0f635,8228-7496-1,59698952,25441
vsfwixu4@nittybiz.com,The Vibrant Grill,947a9b28aeb8409b850d87a101613052,8228-7496-1,80781356,283160
3h0ghhsh@nittybiz.com,Golden & Legacy Cafe,9fe26ed923844da5ad0716b308b0eef9,8228-7496-1,32621638,446592
k6vpx1d3@nittybiz.com,The Happy Terrace,29dfa49ecf6444998ae0444e9b878698,8228-7496-1,75876935,510051
o8is7vj1@nittybiz.com,The Sleek Pizzeria,94da0ad4ae48418a99ce637f11f13906,8228-7496-1,20255890,40636
vz0zilyu@nittybiz.com,The Sleek Parlor,94973ce299d14ccba4fe9c802d905780,8228-7496-1,47421297,594845
h1tyi79m@nittybiz.com,Pub & Table,5e5a056f993b479ba16df51533d44eca,8228-7496-1,98779138,352641
lp56p4hq@nittybiz.com,Legacy Depot,71a13e1a1afe41f785e3b28735a4570f,8228-7496-1,76759491,775427
27rw0grj@nittybiz.com,Roost & Stove,efdba349f76a4d11b230c9eb543518b5,8228-7496-1,96105961,933535
ptxo17ge@nittybiz.com,Innovative & Golden House,17024deebb584ee4805a83e433fc37fb,8228-7496-1,59692944,758965
q91gjtrx@nittybiz.com,Heritage & Urban Center,f7ad533f4b4a40bb8bb32650e5b94796,8228-7496-1,34332545,766117
lf9ubmsy@nittybiz.com,Corner & Spot,3674b7510e4f4fc799b504ef3e6a6021,8228-7496-1,56910349,163405
wl8zizsp@nittybiz.com,Swift Eatery,cf9af8ea492b473786832b3b3422e3d2,8228-7496-1,45431345,553394
